indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,geo_entity_name,year_description,data_valuemessage
"130,755",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,305,Upper East Side,2005,4.5
"130,756",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,306,Chelsea - Clinton,2005,4.6
"130,757",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,307,Gramercy Park - Murray Hill,2005,5.3
"130,758",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,308,Greenwich Village - SoHo,2005,4
"130,759",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,309,Union Square - Lower East Side,2005,4
"130,760",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,310,Lower Manhattan,2005,4.2
"130,761",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,401,Long Island City - Astoria,2005,3.6
"130,762",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,402,West Queens,2005,3.4
"130,763",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,403,Flushing - Clearview,2005,2.7
"130,764",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,404,Bayside - Little Neck,2005,2.5
"130,765",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,405,Ridgewood - Forest Hills,2005,3
"130,766",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,406,Fresh Meadows,2005,2.3
"130,767",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,407,Southwest Queens,2005,2.4
"130,768",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,408,Jamaica,2005,2.4
"130,769",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,409,Southeast Queens,2005,2.4
"130,770",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,410,Rockaways,2005,2
"130,771",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,501,Port Richmond,2005,2.4
"130,772",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,502,Stapleton - St. George,2005,2.3
"130,773",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,503,Willowbrook,2005,2.3
"130,774",647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Average Concentration,UHF42,504,South Beach - Tottenville,2005,2.2
"130,536",642,Boiler Emissions- Total NOx Emissions,Per km2,Borough,1,Bronx,2013,42.7
"130,537",642,Boiler Emissions- Total NOx Emissions,Per km2,Borough,2,Brooklyn,2013,22.8
"130,538",642,Boiler Emissions- Total NOx Emissions,Per km2,Borough,3,Manhattan,2013,161.1
"130,539",642,Boiler Emissions- Total NOx Emissions,Per km2,Borough,4,Queens,2013,16.1
"130,540",642,Boiler Emissions- Total NOx Emissions,Per km2,Borough,5,Staten Island,2013,2.7
"130,535",642,Boiler Emissions- Total NOx Emissions,Per km2,Citywide,1,New York City,2013,29.4
"130,493",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,101,Kingsbridge - Riverdale,2013,42.5
"130,494",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,102,Northeast Bronx,2013,33.8
"130,495",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,103,Fordham - Bronx Pk,2013,71
"130,496",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,104,Pelham - Throgs Neck,2013,24.9
"130,497",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,105,Crotona -Tremont,2013,62.5
"130,498",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,106,High Bridge - Morrisania,2013,78
"130,499",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,107,Hunts Point - Mott Haven,2013,36.8
"130,500",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,201,Greenpoint,2013,18.9
"130,501",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,202,Downtown - Heights - Slope,2013,32
"130,502",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,203,Bedford Stuyvesant - Crown Heights,2013,31.7
"130,503",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,204,East New York,2013,14.7
"130,504",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,205,Sunset Park,2013,13.4
"130,505",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,206,Borough Park,2013,34.8
"130,506",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,207,East Flatbush - Flatbush,2013,33.5
"130,507",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,208,Canarsie - Flatlands,2013,6.7
"130,508",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,209,Bensonhurst - Bay Ridge,2013,26.5
"130,509",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,210,Coney Island - Sheepshead Bay,2013,23.7
"130,510",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,211,Williamsburg - Bushwick,2013,27.8
"130,511",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,301,Washington Heights,2013,115.3
"130,512",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,302,Central Harlem - Morningside Heights,2013,82.1
"130,513",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,303,East Harlem,2013,55.8
"130,514",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,304,Upper West Side,2013,247.9
"130,515",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,305,Upper East Side,2013,269.8
"130,516",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,306,Chelsea - Clinton,2013,204.8
"130,517",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,307,Gramercy Park - Murray Hill,2013,284.7
"130,518",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,308,Greenwich Village - SoHo,2013,132.5
"130,519",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,309,Union Square - Lower East Side,2013,126.1
"130,520",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,310,Lower Manhattan,2013,118.7
"130,521",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,401,Long Island City - Astoria,2013,30.6
"130,522",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,402,West Queens,2013,24.6
"130,523",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,403,Flushing - Clearview,2013,18.7
"130,524",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,404,Bayside - Little Neck,2013,10.4
"130,525",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,405,Ridgewood - Forest Hills,2013,23.6
"130,526",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,406,Fresh Meadows,2013,15.3
"130,527",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,407,Southwest Queens,2013,14.5
"130,528",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,408,Jamaica,2013,13.2
"130,529",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,409,Southeast Queens,2013,8.1
"130,530",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,410,Rockaways,2013,6.1
"130,531",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,501,Port Richmond,2013,2.8
"130,532",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,502,Stapleton - St. George,2013,4.7
"130,533",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,503,Willowbrook,2013,2.1
"130,534",642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,504,South Beach - Tottenville,2013,2
"130,488",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Borough,1,Bronx,2013,1.2
"130,489",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Borough,2,Brooklyn,2013,0.1
"130,490",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Borough,3,Manhattan,2013,5.9
"130,491",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Borough,4,Queens,2013,0.3
"130,492",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Borough,5,Staten Island,2013,0
"130,487",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,Citywide,1,New York City,2013,0.7
"130,445",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,101,Kingsbridge - Riverdale,2013,2
"130,446",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,102,Northeast Bronx,2013,0.3
"130,447",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,103,Fordham - Bronx Pk,2013,3
"130,448",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,104,Pelham - Throgs Neck,2013,0.5
"130,449",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,105,Crotona -Tremont,2013,2
"130,450",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,106,High Bridge - Morrisania,2013,2.4
"130,451",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,107,Hunts Point - Mott Haven,2013,0.4
"130,452",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,201,Greenpoint,2013,0.1
"130,453",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,202,Downtown - Heights - Slope,2013,0.1
"130,454",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,203,Bedford Stuyvesant - Crown Heights,2013,0.1
"130,455",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,204,East New York,2013,0
"130,456",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,205,Sunset Park,2013,0
"130,457",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,206,Borough Park,2013,0.2
"130,458",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,207,East Flatbush - Flatbush,2013,0.3
"130,459",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,208,Canarsie - Flatlands,2013,0
"130,460",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,209,Bensonhurst - Bay Ridge,2013,0.2
"130,461",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,210,Coney Island - Sheepshead Bay,2013,0.1
"130,462",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,211,Williamsburg - Bushwick,2013,0.1
"130,463",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,301,Washington Heights,2013,5.8
"130,464",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,302,Central Harlem - Morningside Heights,2013,2
"130,465",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,303,East Harlem,2013,1.3
"130,466",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,304,Upper West Side,2013,11.4
"130,467",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,305,Upper East Side,2013,10.8
"130,468",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,306,Chelsea - Clinton,2013,7.7
"130,469",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,307,Gramercy Park - Murray Hill,2013,9
"130,470",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,308,Greenwich Village - SoHo,2013,4.1
"130,471",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,309,Union Square - Lower East Side,2013,3
"130,472",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,310,Lower Manhattan,2013,1.7
"130,473",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,401,Long Island City - Astoria,2013,0.8
"130,474",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,402,West Queens,2013,0.3
"130,475",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,403,Flushing - Clearview,2013,0.6
"130,476",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,404,Bayside - Little Neck,2013,0.2
"130,477",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,405,Ridgewood - Forest Hills,2013,0.3
"130,478",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,406,Fresh Meadows,2013,0.5
"130,479",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,407,Southwest Queens,2013,0.1
"130,480",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,408,Jamaica,2013,0.1
"130,481",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,409,Southeast Queens,2013,0
"130,482",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,410,Rockaways,2013,0
"130,483",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,501,Port Richmond,2013,0
"130,484",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,502,Stapleton - St. George,2013,0
"130,485",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,503,Willowbrook,2013,0
"130,486",641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,504,South Beach - Tottenville,2013,0
"130,440",640,Boiler Emissions- Total SO2 Emissions,Per km2,Borough,1,Bronx,2013,10.3
"130,441",640,Boiler Emissions- Total SO2 Emissions,Per km2,Borough,2,Brooklyn,2013,0.8
"130,442",640,Boiler Emissions- Total SO2 Emissions,Per km2,Borough,3,Manhattan,2013,50.6
"130,443",640,Boiler Emissions- Total SO2 Emissions,Per km2,Borough,4,Queens,2013,2.2
"130,444",640,Boiler Emissions- Total SO2 Emissions,Per km2,Borough,5,Staten Island,2013,0.1
"130,439",640,Boiler Emissions- Total SO2 Emissions,Per km2,Citywide,1,New York City,2013,6.1
"130,397",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,101,Kingsbridge - Riverdale,2013,17.6
"130,398",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,102,Northeast Bronx,2013,2.2
"130,399",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,103,Fordham - Bronx Pk,2013,24.5
"130,400",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,104,Pelham - Throgs Neck,2013,4.4
"130,401",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,105,Crotona -Tremont,2013,16.9
"130,402",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,106,High Bridge - Morrisania,2013,19.7
"130,403",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,107,Hunts Point - Mott Haven,2013,3.3
"130,404",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,201,Greenpoint,2013,0.4
"130,405",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,202,Downtown - Heights - Slope,2013,0.8
"130,406",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,203,Bedford Stuyvesant - Crown Heights,2013,0.9
"130,407",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,204,East New York,2013,0.1
"130,408",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,205,Sunset Park,2013,0.1
"130,409",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,206,Borough Park,2013,1.5
"130,410",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,207,East Flatbush - Flatbush,2013,2.3
"130,411",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,208,Canarsie - Flatlands,2013,0
"130,412",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,209,Bensonhurst - Bay Ridge,2013,1.7
"130,413",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,210,Coney Island - Sheepshead Bay,2013,0.9
"130,414",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,211,Williamsburg - Bushwick,2013,0.3
"130,415",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,301,Washington Heights,2013,51
"130,416",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,302,Central Harlem - Morningside Heights,2013,15.7
"130,417",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,303,East Harlem,2013,11.6
"130,418",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,304,Upper West Side,2013,99.7
"130,419",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,305,Upper East Side,2013,95
"130,420",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,306,Chelsea - Clinton,2013,67.4
"130,421",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,307,Gramercy Park - Murray Hill,2013,78.8
"130,422",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,308,Greenwich Village - SoHo,2013,32.9
"130,423",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,309,Union Square - Lower East Side,2013,24.9
"130,424",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,310,Lower Manhattan,2013,13.7
"130,425",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,401,Long Island City - Astoria,2013,6.7
"130,426",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,402,West Queens,2013,2.3
"130,427",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,403,Flushing - Clearview,2013,5.1
"130,428",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,404,Bayside - Little Neck,2013,1.6
"130,429",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,405,Ridgewood - Forest Hills,2013,2.7
"130,430",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,406,Fresh Meadows,2013,4.3
"130,431",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,407,Southwest Queens,2013,0.8
"130,432",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,408,Jamaica,2013,0.5
"130,433",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,409,Southeast Queens,2013,0.3
"130,434",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,410,Rockaways,2013,0
"130,435",640,Boiler Emissions- Total SO2 Emissions,Per km2,UHF42,501,Port Richmond,2013,0
